"YKL105C_dma2844" "YJL012C_dma2460" "YMR020W_dma3647" "YOL150C_dma4408" "YDR502C_dma5259" "YBL010C_dma88" "YJL060W_dma2477" "YMR326C_dma3914" "YIL035C_dma2280" "YDR169C_dma955" "YBR170C_dma336" "YFL007W_dma5286" "YFL006W_dma1487" "YPL239W_dma4962" "YGL085W_dma1667" "YOR105W_dma4532" "YDL033C_dma630" "YBR044C_dma206" "YCR063W_dma586" "YHR049W_dma2118" "YKL148C_dma2862" "YLL041C_dma3054" "YOL071W_dma4366" "YPL262W_dma5014" "YDR178W_dma951" "YDL124W_dma699" "YBR230C_dma401" "YOL055C_dma4334" "YER132C_dma1423" "YDL114W_dma706" "YCL013W_dma475" "YDR516C_dma1233" "YOR092W_dma4517" "YOL126C_dma4395" "YCL028W_dma501" "YER072W_dma1375" "YDR475C_dma1192" "YER042W_dma1337" "YHR016C_dma2098" "YKL151C_dma2859" "YKL149C_dma2861" "YOL064C_dma4348" "YJL121C_dma2516" "YJL120W_dma5179" "YLR089C_dma3191" "YHR139C-A_dma2176" "YGR212W_dma1978" "YOL086C_dma5363" "YOL087C_dma4380" "YCL025C_dma469" "YIR023W_dma2435" "YBR289W_dma449" "YHL025W_dma2060" "YJL175W_dma2564" "YDR463W_dma1199" "YBR068C_dma231" "YHR006W_dma2080" "YFL049W_dma1504" "YDR073W_dma888" "YDR128W_dma915" "YBL104C_dma173" "YKL176C_dma2888" "YML121W_dma3622" "YKR007W_dma2921" "YBR076W_dma247" "YDR508C_dma1216" "YDR509W_dma1215" "YMR304W_dma3909" "YLR436C_dma3485" "YDL172C_dma735" "YDL173W_dma734" "YHR178W_dma2213" "YGL023C_dma1597" "YJR066W_dma5319" "YJR139C_dma2730" "YDR157W_dma939" "YER052C_dma1350" "YDR158W_dma938" "YOR184W_dma4596" "YGR208W_dma1958" "YHR009C_dma2079" "YCL062W_dma521" "YCL063W_dma520" "YJL057C_dma2480" "YOR333C_dma5347" "YOR334W_dma4739" "YPL060W_dma4801" "YKL106W_dma2843" "YLR374C_dma3419" "YLR373C_dma3420" "YGR071C_dma1840" "YMR085W_dma3674" "YGL202W_dma1739" "YIL012W_dma2251" "YKR099W_dma3018" "YDL106C_dma688" "YDL181W_dma749" "YDL182W_dma748" "YDL183C_dma747" "YBR291C_dma447" "YDL131W_dma715" "YOL067C_dma4346" "YGL252C_dma1770" "YOL027C_dma4299" "YNL037C_dma3972" "YOR135C_dma4556" "YOR136W_dma4555" "YNL063W_dma3980" "YNR055C_dma4270" "YGL059W_dma1621" "YOR276W_dma4676" "YOR277C_dma4675" "YOR197W_dma4631" "YKL171W_dma2891" "YGL051W_dma1627" "YGR268C_dma2011" "YOR255W_dma4666" "YMR247C_dma3860" "YDL175C_dma755" "YPR157W_dma5144" "YOL107W_dma4388" "YPL200W_dma4941" "YBR040W_dma210" "YLL019C_dma3044" "YLL020C_dma3043" "YDR436W_dma1167" "YMR265C_dma3868" "YLR020C_dma3111" "YNR047W_dma4252" "YHR132W-A_dma2161" "YLR219W_dma3286" "YOL136C_dma4413" "YNL156C_dma4052" "YPL187W_dma4928" "YPL208W_dma4934" "YLR450W_dma3497" "YML075C_dma3580" "YGR282C_dma2005" "YML017W_dma3519" "YJR131W_dma2735" "YJR150C_dma2745" "YIL037C_dma2278" "YOR029W_dma4463" "YNL045W_dma3967" "YOL114C_dma4404" "YGL199C_dma1718" "YOL109W_dma4386" "YNL104C_dma4015" "YMR104C_dma3707" "YJR116W_dma2702" "YHR195W_dma2225" "YHR176W_dma2214" "YKL005C_dma2740" "YDR476C_dma1191" "YJR125C_dma2718" "YGR256W_dma1994" "YNL115C_dma4010" "YFL033C_dma5267" "YJL162C_dma2550" "YKR102W_dma3015" "YKL221W_dma2926" "YLR118C_dma3216" "YPL245W_dma4958" "YBR149W_dma305" "YBR186W_dma345" "YBR008C_dma189" "YCR106W_dma623" "YHR143W_dma2173" "YDR479C_dma1190" "YLR324W_dma3368" "YIL114C_dma2361" "YLR012C_dma3119" "YMR302C_dma3889" "YLL051C_dma3091" "YIR035C_dma2447" "YJR010W_dma2607" "YJR096W_dma2669" "YJL161W_dma2551" "YHR153C_dma2191" "YIL113W_dma2362" "YMR095C_dma3691" "YMR096W_dma3690" "YBR218C_dma367" "YOR316C_dma4725" "YJL065C_dma2474" "YJL064W_dma2475" "YOR304W_dma4700" "YGL133W_dma1691" "YOR097C_dma4514" "YPR063C_dma5074" "YKL174C_dma2890" "YOL155C_dma4427" "YOL159C_dma4425" "YNL134C_dma4042" "YOL158C_dma4426" "YMR145C_dma3756" "YKL178C_dma2886" "YHR103W_dma2139" "YKL163W_dma2874" "YDL168W_dma739"
"YPL212C_sn4224" -0.8768 -0.0398999999999999 -0.68985 -0.6498 0.7795 0.81135 0.5398 -0.2591 0.21375 -0.35055 -0.91545 -0.67745 -0.4697 0.7515 -0.0219999999999999 -0.67005 -0.89435 0.39885 -0.128 -0.6522 0.3245 -0.2016 0.08385 0.68745 0.47045 -0.56825 0.4617 -0.5604 -0.0345 -0.43845 0.73205 -0.5215 0.24495 0.60875 0.4331 -0.0293 -0.9802 0.3003 0.5454 -0.264 -0.43455 0.8188 0.82875 0.00485000000000002 0.9929 -0.33295 0.00680000000000014 -0.3185 0.7763 -0.29635 -0.21855 0.47715 0.2394 0.3555 0.4722 -0.0608 -0.0414 -0.7628 0.1894 -0.96575 -0.90305 0.738 -0.3662 -0.7984 0.0379 -0.3749 -0.48115 0.4517 -0.4846 -0.17805 0.1302 0.80315 0.08755 0.8064 -0.0248999999999999 0.645 -0.5631 0.8795 0.2311 0.03365 0.70045 0.62925 0.1716 -0.2891 0.91715 -0.80785 0.4485 -0.13455 0.0318500000000002 0.71215 -0.0341499999999999 0.2595 -0.1787 -0.1998 0.7909 0.2858 0.0517000000000001 -0.4644 0.85385 0.9988 -0.33955 0.4772 -0.07505 0.8935 -0.3896 -0.1597 0.03355 0.90155 0.4539 0.22145 -0.9501 -0.98925 0.0381500000000001 -0.20485 0.48895 -0.83575 -0.1239 -0.83865 0.50925 0.5671 0.3738 0.8459 -0.0969 0.3675 -0.7772 -0.53205 0.0888 -0.79635 -0.79895 -0.29985 0.65235 -0.67465 0.471 -0.5486 -0.90405 0.9837 0.93195 -0.61085 0.0586500000000001 0.45665 -0.3783 -0.0152 0.86705 -0.1835 -0.35545 -0.69895 0.7497 0.444 -0.084 0.31015 0.38435 -0.8171 0.9921 0.33065 0.9271 -0.08665 -0.23965 0.65075 0.1647 0.405 -0.1251 -0.7842 0.75915 -0.7478 -0.35045 0.8572 -0.8446 -0.10035 -0.88035 0.2107 0.84985 0.0623 0.0755000000000001 0.02345 0.98055 -0.59185 -0.3542 0.3788 -0.7067 0.7464 -0.66595 0.20095 -0.5775 0.576 0.8074 0.8216 -0.0512999999999999 0.3277 0.94935 0.26 -0.00519999999999998 -0.0196499999999999 0.0257000000000001 -0.11825 -0.2564 0.5184 -0.92595 -0.1639 -0.05075 -0.02025
"YDR120C_sn4221" 0.7837 -0.8304 -0.1344 0.76275 0.63065 0.79325 0.93425 -0.79635 -0.0903999999999999 -0.84875 -0.0821999999999999 0.4693 0.68355 -0.24375 -0.14515 0.56285 -0.5998 0.3313 -0.52285 0.50655 0.40415 0.87835 0.7466 0.6411 -0.2637 -0.134 -0.67955 0.4765 -0.5969 -0.6802 -0.1388 -0.78915 0.85415 -0.4576 0.81385 -0.1366 -0.0819 0.4912 0.8015 -0.1393 -0.2997 -0.10555 0.3664 -0.2702 0.34595 0.52945 -0.5992 0.21585 -0.9959 -0.91655 0.4551 0.1532 -0.74685 -0.08595 0.2145 0.5639 -0.741 -0.1085 0.31595 -0.51975 0.8652 0.23055 0.2147 -0.93355 0.17365 0.3865 -0.5125 0.2778 -0.55455 0.2714 0.23965 0.16145 -0.95965 0.48285 0.7209 0.36305 0.9547 -0.97535 -0.0792499999999999 -0.77115 0.82905 -0.72015 -0.7947 -0.2526 -0.8259 -0.77855 0.54675 0.1355 -0.66635 0.90445 -0.22035 -0.6494 0.5197 0.9488 -0.31405 0.5436 0.28445 0.71 0.91435 0.0983000000000001 0.5261 0.27145 0.70975 0.6306 -0.6026 -0.90015 -0.90515 -0.0895499999999999 0.55395 -0.26635 -0.29105 0.6767 -0.67925 0.3568 -0.107 -0.99475 0.20475 0.9625 0.20555 0.19965 -0.7216 -0.0146999999999999 0.5009 0.43445 0.15515 -0.9662 0.3221 -0.4138 0.00360000000000005 0.331 0.56185 0.68775 -0.0339499999999999 0.58825 -0.3224 -0.06655 -0.64095 0.55935 0.38455 -0.02945 -0.8928 0.28635 0.7541 0.25555 -0.8595 0.0343 -0.4376 -0.67665 -0.3468 -0.13465 0.25745 -0.43675 -0.7321 0.71445 0.9329 -0.44895 -0.24035 0.73985 0.8616 0.5188 0.9912 0.51145 -0.41985 -0.2147 -0.7761 0.44725 0.4261 0.87415 0.6245 0.95605 0.0668500000000001 -0.48315 -0.3952 0.2769 -0.34995 0.73555 -0.5069 0.2676 -0.2095 0.1162 -0.04975 -0.54355 0.2264 0.5044 0.22085 -0.61045 -0.7714 0.9245 0.96805 0.0685500000000001 -0.64945 0.6796 0.10115 0.5998 -0.4884 -0.0742999999999999 0.939 -0.79695 -0.57645 -0.94495
"YDR005C_sn1884" 0.27465 0.6507 -0.22505 -0.4089 0.9744 -0.1388 0.63755 0.6441 0.7561 -0.34025 -0.42995 0.2261 0.6874 0.4527 0.97135 -0.3456 -0.1781 0.45305 -0.48575 -0.5607 -0.51755 -0.7469 0.53655 -0.83285 -0.7246 -0.3284 -0.3716 0.98975 -0.10665 -0.56625 -0.91505 -0.93185 0.7855 -0.3271 0.8344 0.7133 0.2175 -0.90705 0.153 0.1711 0.23215 0.1317 -0.6342 -0.2273 0.95945 0.3111 -0.94335 0.70755 -0.38415 -0.36755 0.76955 -0.678 -0.4944 0.96125 -0.7874 0.48055 -0.6297 0.96995 0.98485 -0.4564 0.038 0.59325 0.79315 0.0975000000000001 -0.5404 0.1525 0.15785 0.0512000000000001 0.6045 -0.6939 -0.52905 -0.35285 -0.8325 -0.2519 0.3705 0.72585 -0.71895 -0.43745 -0.9711 0.88635 -0.17695 -0.6932 0.835 -0.25595 -0.1054 -0.5168 -0.4979 0.0750500000000001 0.8972 -0.28375 0.24175 -0.3036 -0.8165 0.12605 0.1605 0.9538 -0.0579999999999999 0.184 -0.67155 0.78845 -0.27665 -0.45555 -0.1752 0.6013 -0.2714 -0.13995 0.66735 0.60395 0.3216 -0.44485 0.53795 0.22115 -0.58225 0.28815 -0.86345 -0.1173 -0.56475 -0.12605 0.69695 0.32315 0.08585 0.5812 -0.3596 0.4412 0.51755 0.3082 -0.72725 0.4969 -0.1349 -0.93645 -0.6616 0.48105 0.0899000000000001 0.01145 0.4003 0.0724500000000001 -0.29565 0.2662 -0.42835 -0.4808 -0.7751 0.6541 0.92135 0.93645 0.58905 -0.0374 -0.0465 -0.6863 -0.15725 0.50625 0.56715 -0.7149 0.28625 -0.23135 -0.75565 0.22935 -0.443 0.59355 -0.12465 -0.4102 -0.38385 0.52905 0.71275 -0.20415 -0.0682499999999999 -0.68525 -0.6971 0.7429 0.40305 -0.9243 0.3616 -0.4824 0.29 0.67775 0.1655 0.6317 0.7534 0.66495 0.41675 -0.75615 0.50085 -0.0629999999999999 0.9138 0.45375 0.44505 0.35315 0.58125 -0.91775 0.2788 -0.68335 -0.1484 0.2098 0.2854 -0.7359 -0.60465 0.83515 -0.7921 -0.78675 -0.70115 0.04695
"YLR401C_sn4228" -0.64935 0.89315 0.9266 0.27475 0.7668 0.2283 0.8101 -0.7136 -0.6713 0.43005 0.7765 0.18175 -0.152 0.7897 -0.6114 -0.9244 -0.0660499999999999 -0.1043 -0.73025 -0.757 -0.42875 -0.0471499999999999 -0.4433 -0.83375 -0.6451 0.8238 0.56985 -0.69185 0.95545 0.8289 -0.75055 0.77975 -0.0496 -0.3557 0.1007 0.99625 -0.83755 -0.9318 -0.06255 -0.2618 -0.4734 -0.5811 0.3074 0.4417 -0.6887 0.4842 -0.90845 -0.7404 -0.9372 -0.19185 0.23105 -0.4386 0.39535 0.78335 0.85385 -0.32405 -0.27475 0.6761 0.6891 0.91555 0.94415 -0.5279 0.77605 -0.3938 -0.8846 0.148 -0.40975 -0.4153 -0.1049 0.8942 -0.22205 0.9554 0.6553 0.46595 -0.1724 -0.6431 0.93935 0.75595 0.5031 -0.08 -0.36585 -0.0294 0.375 0.37145 -0.3608 0.35475 -0.03845 -0.0760999999999999 -0.5536 0.95185 0.64615 0.0359 -0.3076 0.2522 0.27825 -0.8532 0.67445 -0.32265 0.53855 -0.80675 0.6512 0.844 -0.4616 0.11035 0.2396 0.8891 -0.8875 -0.9878 -0.0564 -0.7689 0.90215 0.02075 -0.08915 0.06795 -0.355 -0.79675 0.52775 0.10555 -0.15485 0.4441 0.15685 -0.66705 0.5697 0.16025 -0.4185 -0.06985 0.7415 -0.10095 -0.8866 0.97185 -0.53045 -0.21775 0.7467 -0.90545 -0.33485 -0.41015 0.77735 0.29885 0.73375 -0.3805 0.507 -0.59515 0.0139500000000001 0.48735 -0.60915 0.79025 0.9617 -0.6277 0.4831 -0.2317 -0.3097 -0.9916 -0.0965499999999999 -0.9161 -0.1253 0.0780000000000001 -0.14145 0.98595 -0.0305 0.2392 -0.37325 -0.3973 0.0534000000000001 -0.4068 -0.89445 0.3737 0.7655 0.56195 0.79105 -0.44675 -0.2541 -0.74915 -0.6974 -0.6491 0.0419 -0.89085 0.12805 0.92645 0.78835 -0.42105 -0.198 -0.00634999999999997 -0.8053 0.293 0.67945 0.9314 -0.0200499999999999 0.2256 -0.07855 -0.77525 0.85755 0.66525 -0.96625 0.1805 -0.2656 -0.0212 -0.9358 0.08335 -0.7531 -0.1668
"YOL093W_sn4220" 0.24525 0.39525 -0.39005 0.1069 0.2625 -0.43695 0.04765 -0.49045 0.7534 -0.5642 -0.2866 -0.3604 0.42485 -0.4987 -0.83615 0.54055 -0.8386 0.99025 0.2705 -0.11165 -0.9893 0.78475 0.39255 -0.31245 -0.2644 -0.62895 -0.3841 0.5834 -0.5003 0.0165999999999999 0.8658 -0.90405 0.94055 0.9766 -0.82175 0.60175 0.5381 0.8867 0.33885 0.11285 0.64305 0.75845 0.77475 -0.9045 0.2924 0.3424 -0.7325 -0.3426 -0.4286 -0.29465 0.555 0.852 0.21825 -0.45745 0.9831 -0.5298 -0.4343 0.56585 -0.6959 0.9504 -0.27285 0.39315 -0.34235 -0.49425 0.16095 0.5529 -0.5925 -0.12605 0.74605 -0.60865 -0.53925 0.367 0.8438 0.15975 0.0925500000000001 0.7834 -0.24165 -0.03365 0.87865 -0.7365 0.17355 -0.49535 -0.85615 0.6227 0.6874 -0.2555 0.4482 -0.29815 -0.97775 -0.4385 -0.7007 0.46955 0.1129 0.6344 -0.27165 -0.9445 -0.9696 0.4607 0.349 0.9495 0.20425 -0.33905 0.6631 0.98955 0.0453000000000001 -0.9646 0.5266 0.5824 -0.57315 -0.40165 0.89325 0.3407 -0.22575 0.4568 -0.19205 0.44595 0.99755 -0.0538 0.3215 -0.47535 -0.0299999999999999 0.8361 -0.03135 -0.573 0.61955 -0.43855 -0.2649 0.7963 -0.15045 0.6255 0.4188 -0.97695 0.39495 0.3868 -0.81725 -0.24035 0.48765 -0.98085 0.54885 0.7432 0.76925 0.26295 0.9604 0.15755 -0.8294 0.736 -0.85845 -0.0609 -0.3691 0.0701000000000001 -0.18495 -0.10165 -0.499 0.65735 0.2253 0.1472 0.8802 0.0694000000000001 -0.46185 -0.03135 0.65575 -0.12795 0.3264 -0.95935 -0.3286 0.7811 -0.9796 -0.0764999999999999 0.4607 0.1847 -0.8735 0.687 -0.27995 -0.28245 0.26215 -0.493 0.23005 0.2185 0.7639 -0.849 -0.0216499999999999 0.18625 0.2978 -0.68955 0.40625 -0.8515 0.6677 0.996 -0.4015 -0.2679 0.23095 0.2075 0.7355 0.8926 -0.20125 -0.5255 -0.2955 0.6436 0.3363 -0.41995
"YNL292W_sn4225" -0.4933 0.2456 0.3883 0.5767 0.74455 0.7107 0.37885 -0.0696 -0.0777 0.9671 -0.15755 -0.11775 -0.6908 -0.78985 0.00680000000000014 -0.32375 0.3592 -0.06975 0.6128 0.08165 0.80505 0.29615 0.68 -0.4946 0.19215 0.3709 -0.28135 -0.86385 -0.43245 0.54635 -0.0520999999999999 -0.11535 0.2594 -0.00319999999999998 0.78755 0.571 -0.631 0.1558 0.26045 -0.9364 -0.3688 -0.4332 -0.44835 0.40425 0.8734 0.10405 0.29015 0.9625 -0.3928 0.0463500000000001 0.3124 -0.28615 -0.7615 0.6533 0.6457 0.7128 0.4547 -0.581 0.6769 -0.2744 0.10765 0.95315 -0.99005 -0.64015 0.76685 0.0627 0.0468500000000001 -0.51245 -0.7628 0.14065 0.77435 -0.98165 0.98555 0.72435 0.47505 -0.4303 0.60855 0.63865 0.4088 0.38945 0.0527500000000001 0.14195 0.5542 -0.21625 -0.77225 0.9029 -0.52795 -0.28525 -0.02415 -0.7683 -0.76225 0.30275 -0.42415 0.1251 0.96215 0.96585 -0.34695 0.3419 -0.2637 0.22325 -0.1629 -0.93655 -0.99005 0.14035 0.0875000000000001 -0.407 -0.36295 -0.43445 0.3204 -0.62555 0.18325 0.9769 -0.75235 -0.76255 -0.60285 0.36405 0.9866 -0.47705 -0.768 0.76225 -0.65255 0.1089 0.9181 -0.4662 0.30215 0.60625 -0.61715 0.6044 0.56335 0.8183 0.34365 0.5262 0.18165 -0.6758 0.78665 -0.15245 0.0789 -0.4108 -0.49025 0.18905 0.6835 -0.27855 -0.61505 -0.5217 -0.24165 0.3762 0.545 -0.1963 -0.5845 -0.11915 0.82395 -0.56285 -0.559 0.9193 0.34355 -0.34095 -0.0777 -0.28245 0.2305 -0.56095 -0.0449499999999999 0.18535 0.0616000000000001 -0.92135 -0.11845 0.5202 0.8897 -0.9928 -0.0257499999999999 -0.2092 -0.7263 -0.3419 -0.2628 -0.5985 -0.9382 -0.404 0.14275 -0.6359 -0.07095 0.5366 -0.38485 0.3667 0.9024 0.4809 -0.23165 0.1701 0.75625 0.0538000000000001 0.69235 -0.38065 -0.88475 0.37345 0.98245 -0.40975 0.7619 0.6789 -0.2865 0.8581 -0.66425 -0.691
"YKL046C_sn697" 0.2887 0.86305 0.9757 -0.8196 -0.63185 -0.9726 -0.87845 -0.0626 -0.6505 -0.64405 -0.32745 -0.3603 0.91375 -0.3105 0.63025 -0.21845 0.0787 -0.4316 0.9207 -0.96175 -0.31405 -0.63035 0.43735 0.8327 -0.6306 0.35505 0.7785 -0.5103 -0.6539 0.26835 -0.4424 0.0700499999999999 -0.5715 -0.69045 -0.6217 0.3959 -0.7083 -0.4045 -0.85985 0.4538 -0.1412 0.5171 -0.0863999999999999 -0.6718 0.233 -0.6913 0.1433 -0.07905 0.03335 0.10635 0.80715 -0.3582 -0.84375 -0.26555 -0.73865 0.17645 0.29995 0.4133 -0.53575 0.78665 -0.33255 0.34145 0.79995 0.89135 -0.7368 -0.82675 0.2036 0.0505 0.33615 0.49525 -0.1454 -0.5427 -0.85155 0.768 0.48395 0.53875 0.50965 0.92135 -0.59415 0.18655 -0.7375 -0.0139499999999999 0.85895 0.4787 -0.90745 0.68605 -0.0349999999999999 0.78345 0.53945 0.0203 0.25855 0.23945 0.90755 -0.75805 0.5332 0.45325 0.1144 0.4574 -0.60645 0.51045 0.38195 -0.54085 0.00505 -0.2791 -0.51205 0.32055 -0.70025 0.6192 0.757 -0.87135 -0.285 -0.50385 -0.0975999999999999 0.9608 -0.424 -0.39495 0.1768 0.92585 0.73645 -0.41465 0.55555 0.9547 0.43995 0.9271 -0.3571 -0.9715 -0.47885 0.1046 -0.6893 0.82025 0.87065 0.78265 0.99955 -0.5207 0.8245 -0.45925 -0.6917 -0.19455 0.4347 -0.2196 0.46105 0.1036 0.7376 0.8368 -0.8148 -0.33725 -0.28235 -0.9026 0.6511 -0.794 -0.9939 -0.85495 -0.47475 -0.18 0.61985 -0.7711 0.13315 -0.2218 -0.60305 0.41395 -0.74925 -0.5755 -0.3788 0.0186500000000001 0.69935 -0.15855 -0.74495 0.5921 0.22495 0.6746 -0.7712 -0.847 -0.21215 0.0423 -0.9071 0.4246 0.886 -0.64155 0.42605 0.33685 0.15955 0.72475 -0.3497 -0.2567 0.3971 -0.3688 -0.20875 -0.9751 -0.5794 -0.3887 0.26355 0.6719 -0.7747 -0.2009 -0.5779 0.1266 0.3436 -0.0410499999999999 0.1167 0.5725
"YPR168W_tsq1184" 0.32605 0.90895 -0.9029 -0.3572 -0.8001 -0.1635 -0.4197 0.7649 0.51555 0.5904 0.5344 -0.642 0.2764 0.89605 -0.48405 -0.61765 0.51475 0.0194000000000001 0.2651 -0.24635 0.0742 -0.0599499999999999 -0.19015 0.2054 -0.73335 -0.0168499999999999 -0.57195 -0.50035 0.5586 -0.2756 0.55055 -0.15405 -0.4572 0.5957 0.2179 -0.02665 -0.0235 -0.89945 0.7654 0.71195 0.64705 -0.30315 0.26495 -0.28305 -0.8618 -0.8862 -0.62535 0.3302 -0.18905 -0.94255 0.80045 0.97955 0.644 0.59665 -0.79805 -0.0302 -0.8022 0.7508 0.9146 -0.8776 -0.9421 0.6241 0.77635 0.4317 0.7811 -0.00614999999999999 0.63095 -0.0228499999999999 -0.2811 -0.77475 0.6053 0.1528 -0.87395 0.11835 -0.7594 0.60575 0.27595 -0.779 -0.5153 0.5442 -0.1193 0.21045 0.0129000000000001 -0.22305 0.54875 0.7735 -0.5308 -0.51725 0.90485 -0.10825 0.7491 -0.6907 -0.73145 0.52315 -0.0305 -0.17925 0.50035 0.98945 -0.0307499999999999 -0.31105 0.88885 -0.95605 -0.479 0.9551 0.9047 -0.55925 0.67485 0.6327 0.7138 -0.28125 0.8089 -0.7714 0.4535 0.00595000000000012 0.113 -0.83275 0.90725 -0.87535 0.0209000000000001 0.10825 -0.28705 0.19825 0.32135 -0.2002 0.5483 0.25965 -0.566 0.62325 -0.97775 0.1356 -0.5142 0.04575 0.46975 0.15325 0.6237 -0.6861 0.905 -0.11685 -0.7132 -0.0187499999999999 0.3507 0.7285 -0.19205 0.31225 0.2127 -0.12375 -0.456 0.36145 0.2395 0.55005 0.40245 -0.5027 0.4912 -0.40685 0.56875 0.1144 -0.12825 -0.28885 -0.4786 -0.76285 -0.5942 0.06135 -0.9477 -0.8106 -0.211 -0.8836 0.0546500000000001 -0.945 -0.2257 0.2567 0.8177 0.9262 -0.62115 -0.4374 0.1262 0.92985 0.82085 -0.6056 -0.2812 0.4481 0.89965 0.9946 0.4974 0.88975 -0.12235 0.67795 -0.9406 0.102 -0.1055 0.6887 0.5906 -0.40815 -0.6521 0.94255 -0.2315 0.74055 -0.4418 -0.59545 -0.9843 0.64075
"YHR198C_sn2510" -0.2482 0.64265 -0.9395 -0.3267 -0.4023 0.9913 -0.12115 0.7874 0.09545 -0.615 -0.8737 -0.1356 0.7767 -0.0892999999999999 -0.17215 -0.0568 0.62475 -0.0847 0.0240500000000001 0.51405 0.0444 -0.57395 -0.0298999999999999 -0.74505 0.50975 0.45345 0.77035 -0.49255 -0.8888 0.9283 -0.66115 0.0705500000000001 0.8474 -0.3712 -0.5882 -0.41315 -0.8006 0.81225 -0.71685 0.7176 -0.76795 -0.09195 -0.4633 0.5999 -0.95875 0.6873 -0.2913 -0.6385 -0.8616 0.5619 0.44935 -0.2394 0.2244 0.9057 0.32605 -0.24765 -0.10675 -0.6582 -0.7727 0.0546500000000001 0.73975 0.27895 -0.53575 0.7659 -0.3461 -0.42735 0.3659 0.91815 -0.4587 0.0385500000000001 -0.1318 -0.6946 0.4408 -0.5572 -0.3185 0.24225 -0.3696 0.0235000000000001 -0.441 -0.23215 0.08205 -0.06355 -0.76245 0.658 -0.2087 -0.2048 -0.87795 0.96995 0.16965 -0.92945 -0.99205 -0.6814 0.9427 0.8416 0.55555 0.93265 0.8228 -0.10505 0.83955 -0.47015 0.43025 -0.5821 -0.6666 -0.5795 0.8803 0.87275 0.30185 0.16485 0.2009 -0.1365 0.38335 -0.074 -0.0842499999999999 0.98975 -0.89865 0.57545 0.4107 -0.5243 0.93755 -0.24955 0.7671 0.80075 0.079 0.3007 0.74915 0.43825 0.99725 -0.19055 -0.19845 0.11235 0.68085 -0.2674 0.31255 0.90955 0.49955 -0.07685 -0.95295 0.17175 0.1857 0.9513 0.12155 0.00154999999999994 0.4156 0.15985 -0.81725 -0.92205 0.83975 0.0363500000000001 0.25315 -0.31755 0.5406 0.497 0.7339 0.0543 0.07945 0.2172 0.1791 0.31385 0.8982 0.96155 0.49245 0.5791 0.4769 0.13785 0.60465 -0.49565 -0.13015 -0.51665 0.59915 -0.721 -0.0683499999999999 -0.1134 -0.9479 -0.2206 -0.45655 0.27475 0.87835 -0.6222 -0.6633 -0.6753 -0.5642 0.0585 -0.38385 -0.15785 0.5926 0.5099 0.71465 0.81525 -0.5579 0.35635 0.68055 0.88695 -0.83135 -0.23665 -0.48115 0.3442 0.9188 -0.5726 0.56435 0.90365
"YKR019C_sn1748" -0.85795 0.8878 -0.0603499999999999 -0.1847 -0.99625 -0.5117 -0.78095 0.63225 -0.4432 0.1362 -0.59965 0.1857 -0.52305 0.83245 -0.7612 0.44075 -0.7203 -0.50815 0.74805 -0.88195 0.6684 0.74915 -0.15345 -0.52905 0.12995 0.7307 -0.04445 -0.0841 0.67095 0.59435 -0.13825 -0.93285 0.378 0.7748 0.05335 -0.69025 -0.6262 0.53475 -0.56085 -0.36935 -0.6551 0.9288 0.0644500000000001 0.8523 0.80905 -0.76305 -0.2822 -0.9641 -0.86865 -0.44035 -0.2492 -0.3388 0.0153000000000001 0.44715 0.0583500000000001 0.53345 -0.7934 -0.6978 -0.81885 -0.54975 -0.46845 0.3679 0.63885 0.13625 -0.342 -0.82215 -0.56005 -0.5761 -0.37295 0.2152 0.6977 -0.14775 -0.04435 0.65565 0.5727 -0.4238 0.1437 -0.78655 -0.34115 0.75535 0.6181 0.8195 -0.9149 -0.5376 -0.11805 -0.35865 0.74025 -0.01455 -0.0169999999999999 -0.3614 0.10205 0.6095 -0.90605 0.7167 0.4936 0.0544 0.2018 0.0465500000000001 -0.693 -0.60175 0.289 -0.98085 0.44525 0.2547 0.64335 0.1586 -0.7939 0.3644 -0.907 -0.2691 -0.2687 0.14315 -0.75555 -0.91365 -0.61255 -0.1398 -0.85345 0.12055 0.5506 0.02325 -0.72885 0.80915 -0.7697 -0.50845 0.41635 -0.59185 -0.3131 0.44975 0.95785 -0.71535 -0.2936 0.29215 -0.26475 -0.20325 -0.92215 0.31305 0.69495 -0.4942 0.12675 0.40895 -0.7175 0.4829 -0.2162 -0.8486 -0.7134 -0.2656 0.20495 -0.0336 -0.9308 0.36065 0.85235 -0.0285 -0.4753 -0.1403 -0.10465 0.85045 0.55685 -0.779 0.0464 -0.9371 0.4771 -0.34785 0.59935 0.13675 -0.3559 0.4784 0.66695 0.37045 -0.0112 0.5284 -0.4116 0.477 0.8623 -0.29175 -0.1601 0.90875 0.17325 -0.3312 -0.95185 -0.6976 0.7521 0.92925 0.64555 -0.90755 -0.4052 -0.19865 0.00575000000000014 0.38905 -0.3869 -0.55995 0.6282 -0.36755 -0.36785 0.63555 0.4402 -0.6163 0.3141 -0.5309 -0.57715 -0.23715
