"YKL105C_dma2844" "YJL012C_dma2460" "YMR020W_dma3647" "YOL150C_dma4408" "YDR502C_dma5259" "YBL010C_dma88" "YJL060W_dma2477" "YMR326C_dma3914" "YIL035C_dma2280" "YDR169C_dma955" "YBR170C_dma336" "YFL007W_dma5286" "YFL006W_dma1487" "YPL239W_dma4962" "YGL085W_dma1667" "YOR105W_dma4532" "YDL033C_dma630" "YBR044C_dma206" "YCR063W_dma586" "YHR049W_dma2118" "YKL148C_dma2862" "YLL041C_dma3054" "YOL071W_dma4366" "YPL262W_dma5014" "YDR178W_dma951" "YDL124W_dma699" "YBR230C_dma401" "YOL055C_dma4334" "YER132C_dma1423" "YDL114W_dma706" "YCL013W_dma475" "YDR516C_dma1233" "YOR092W_dma4517" "YOL126C_dma4395" "YCL028W_dma501" "YER072W_dma1375" "YDR475C_dma1192" "YER042W_dma1337" "YHR016C_dma2098" "YKL151C_dma2859" "YKL149C_dma2861" "YOL064C_dma4348" "YJL121C_dma2516" "YJL120W_dma5179" "YLR089C_dma3191" "YHR139C-A_dma2176" "YGR212W_dma1978" "YOL086C_dma5363" "YOL087C_dma4380" "YCL025C_dma469" "YIR023W_dma2435" "YBR289W_dma449" "YHL025W_dma2060" "YJL175W_dma2564" "YDR463W_dma1199" "YBR068C_dma231" "YHR006W_dma2080" "YFL049W_dma1504" "YDR073W_dma888" "YDR128W_dma915" "YBL104C_dma173" "YKL176C_dma2888" "YML121W_dma3622" "YKR007W_dma2921" "YBR076W_dma247" "YDR508C_dma1216" "YDR509W_dma1215" "YMR304W_dma3909" "YLR436C_dma3485" "YDL172C_dma735" "YDL173W_dma734" "YHR178W_dma2213" "YGL023C_dma1597" "YJR066W_dma5319" "YJR139C_dma2730" "YDR157W_dma939" "YER052C_dma1350" "YDR158W_dma938" "YOR184W_dma4596" "YGR208W_dma1958" "YHR009C_dma2079" "YCL062W_dma521" "YCL063W_dma520" "YJL057C_dma2480" "YOR333C_dma5347" "YOR334W_dma4739" "YPL060W_dma4801" "YKL106W_dma2843" "YLR374C_dma3419" "YLR373C_dma3420" "YGR071C_dma1840" "YMR085W_dma3674" "YGL202W_dma1739" "YIL012W_dma2251" "YKR099W_dma3018" "YDL106C_dma688" "YDL181W_dma749" "YDL182W_dma748" "YDL183C_dma747" "YBR291C_dma447" "YDL131W_dma715" "YOL067C_dma4346" "YGL252C_dma1770" "YOL027C_dma4299" "YNL037C_dma3972" "YOR135C_dma4556" "YOR136W_dma4555" "YNL063W_dma3980" "YNR055C_dma4270" "YGL059W_dma1621" "YOR276W_dma4676" "YOR277C_dma4675" "YOR197W_dma4631" "YKL171W_dma2891" "YGL051W_dma1627" "YGR268C_dma2011" "YOR255W_dma4666" "YMR247C_dma3860" "YDL175C_dma755" "YPR157W_dma5144" "YOL107W_dma4388" "YPL200W_dma4941" "YBR040W_dma210" "YLL019C_dma3044" "YLL020C_dma3043" "YDR436W_dma1167" "YMR265C_dma3868" "YLR020C_dma3111" "YNR047W_dma4252" "YHR132W-A_dma2161" "YLR219W_dma3286" "YOL136C_dma4413" "YNL156C_dma4052" "YPL187W_dma4928" "YPL208W_dma4934" "YLR450W_dma3497" "YML075C_dma3580" "YGR282C_dma2005" "YML017W_dma3519" "YJR131W_dma2735" "YJR150C_dma2745" "YIL037C_dma2278" "YOR029W_dma4463" "YNL045W_dma3967" "YOL114C_dma4404" "YGL199C_dma1718" "YOL109W_dma4386" "YNL104C_dma4015" "YMR104C_dma3707" "YJR116W_dma2702" "YHR195W_dma2225" "YHR176W_dma2214" "YKL005C_dma2740" "YDR476C_dma1191" "YJR125C_dma2718" "YGR256W_dma1994" "YNL115C_dma4010" "YFL033C_dma5267" "YJL162C_dma2550" "YKR102W_dma3015" "YKL221W_dma2926" "YLR118C_dma3216" "YPL245W_dma4958" "YBR149W_dma305" "YBR186W_dma345" "YBR008C_dma189" "YCR106W_dma623" "YHR143W_dma2173" "YDR479C_dma1190" "YLR324W_dma3368" "YIL114C_dma2361" "YLR012C_dma3119" "YMR302C_dma3889" "YLL051C_dma3091" "YIR035C_dma2447" "YJR010W_dma2607" "YJR096W_dma2669" "YJL161W_dma2551" "YHR153C_dma2191" "YIL113W_dma2362" "YMR095C_dma3691" "YMR096W_dma3690" "YBR218C_dma367" "YOR316C_dma4725" "YJL065C_dma2474" "YJL064W_dma2475" "YOR304W_dma4700" "YGL133W_dma1691" "YOR097C_dma4514" "YPR063C_dma5074" "YKL174C_dma2890" "YOL155C_dma4427" "YOL159C_dma4425" "YNL134C_dma4042" "YOL158C_dma4426" "YMR145C_dma3756" "YKL178C_dma2886" "YHR103W_dma2139" "YKL163W_dma2874" "YDL168W_dma739"
"YPR168W_tsq1184" 0.4553 -0.106 -0.6606 -0.74395 0.5887 0.7862 0.7548 0.29415 -0.20795 -0.647 0.30835 -0.7042 -0.06775 0.89985 0.0761500000000002 -0.074 0.8203 -0.91805 -0.04355 -0.9077 -0.34145 -0.90325 -0.48255 0.9562 0.0874000000000001 -0.3246 0.27715 -0.4007 0.41165 -0.97385 0.2355 0.6225 -0.19375 -0.51125 0.15405 -0.085 0.8508 -0.68355 0.19535 0.9185 -0.61965 -0.6419 -0.9299 0.0917000000000001 0.65355 -0.8576 0.143 -0.28955 0.97175 -0.5517 0.14475 -0.005 0.25435 -0.6251 0.55155 -0.53555 -0.8249 0.70695 -0.3372 0.82775 0.00944999999999996 0.66835 -0.7189 -0.99155 -0.9378 0.3398 0.52405 -0.2062 0.5312 0.95205 -0.5992 -0.4144 0.5265 -0.92185 -0.62295 0.3518 0.53325 0.4811 0.44335 -0.7596 0.77245 -0.0337499999999999 -0.3258 0.26835 -0.99945 0.8777 -0.70965 0.4048 0.9523 0.95065 -0.1987 0.3559 -0.06085 -0.31935 0.4342 -0.9718 0.8482 0.7136 0.9624 0.56875 -0.48485 -0.6255 0.47035 -0.5609 -0.56185 0.97825 -0.06085 0.69095 -0.2888 -0.0621999999999999 0.386 -0.3427 -0.10705 -0.7134 0.5559 -0.10645 0.50095 -0.11375 -0.2682 -0.4314 -0.0199499999999999 0.7161 0.381 0.1901 0.7846 -0.12915 -0.1718 -0.0784499999999999 -0.10825 -0.71395 0.35455 -0.6427 -0.58435 0.86615 -0.7973 -0.21875 0.4987 0.81735 -0.978 0.6114 0.61335 0.33925 0.84025 0.00180000000000002 -0.92915 -0.9372 0.39185 -0.80045 0.194 -0.56485 -0.9904 0.2449 -0.9241 0.24295 -0.36545 -0.75315 0.14715 0.12855 -0.71175 0.6697 0.68945 -0.99725 0.95845 -0.0612999999999999 0.33415 -0.46545 -0.5356 0.73075 -0.25535 0.73415 -0.4314 -0.6248 -0.5944 -0.3312 0.6907 -0.3383 -0.2185 0.448 -0.00529999999999997 0.13855 -0.81135 0.87825 -0.9389 0.312 0.98915 -0.6168 -0.348 0.98375 0.01725 0.1791 -0.8985 0.49335 0.3848 0.0580000000000001 -0.1379 0.1872 -0.38715 0.91335 -0.41755 0.5817
"YHR198C_sn2510" -0.6968 -0.42165 -0.383 -0.40315 0.5021 -0.8194 0.58445 -0.87335 0.24895 0.74995 -0.92715 0.6761 0.31695 -0.8008 -0.85295 -0.8809 0.35845 0.4834 0.74435 0.1623 0.12875 0.21375 -0.01225 0.48735 0.40885 0.71505 -0.31995 0.2472 -0.45475 0.4114 0.74335 -0.87655 -0.779 0.66455 0.3623 -0.76105 0.95225 -0.33605 -0.12245 -0.49365 -0.78735 -0.88195 0.14235 0.88815 -0.7725 0.0968500000000001 -0.2934 0.4599 0.20635 0.14445 -0.50495 -0.11775 -0.21365 0.0649 -0.26385 -0.9475 0.42535 -0.8885 -0.5237 0.7414 0.759 -0.84775 -0.9721 -0.65645 0.31935 0.99565 -0.44805 0.10905 -0.0214 0.56585 -0.43105 0.3798 0.66715 0.08605 0.6614 -0.89505 -0.938 0.0963500000000002 0.84025 -0.7343 -0.98025 -0.11175 0.47365 0.61235 0.4384 0.2393 -0.71765 0.77995 0.0620500000000002 0.34955 -0.48885 0.34895 0.01505 -0.99245 -0.51195 -0.64595 -0.3122 -0.36835 0.858 0.36495 -0.80335 0.8626 -0.1648 0.7561 0.64055 -0.48375 -0.9291 0.94135 -0.68775 -0.86855 -0.996 -0.71715 0.91055 0.1787 -0.3838 0.3754 0.00765000000000016 0.914 0.7259 -0.9824 0.02115 -0.50905 -0.53425 0.2225 -0.9257 0.0788 0.73185 -0.4893 -0.41565 -0.9692 0.2699 0.4115 -0.5982 -0.79725 -0.77275 -0.9545 0.56625 -0.53215 0.2538 -0.89015 -0.2553 -0.71845 0.87485 0.47785 0.6241 0.92745 0.65745 -0.5218 -0.34195 -0.7263 0.6811 -0.0420499999999999 0.14115 0.2777 0.0803 0.8179 -0.8332 0.5954 -0.38825 0.7813 -0.71745 -0.83685 -0.57785 -0.62235 -0.96265 0.6186 0.2817 -0.1085 0.00154999999999994 0.97435 0.28895 0.71965 -0.93975 -0.2538 0.13035 -0.43745 0.20395 0.85475 -0.24705 -0.48035 -0.6576 -0.6164 0.90275 0.6693 -0.18625 -0.588 -0.31305 0.67135 0.8629 0.66 -0.11665 -0.687 0.37315 0.56815 -0.5216 0.66645 0.0613000000000001 0.67515 -0.4998 0.54175
"YKR019C_sn1748" 0.2897 -0.0255 -0.55105 -0.99195 -0.3337 0.1805 0.33625 0.27445 0.8972 0.5615 -0.0124 -0.8926 -0.52905 -0.3617 -0.8542 -0.61095 -0.1544 -0.05385 -0.87295 -0.9256 0.6353 -0.1246 0.31675 0.227 0.68705 0.2356 -0.71655 -0.69785 -0.7263 0.90195 -0.46335 -0.1184 -0.5944 0.9813 0.5669 -0.5887 0.85175 -0.3377 -0.76845 -0.8426 -0.7487 0.1595 0.0190000000000001 -0.2885 -0.87225 0.54425 0.4234 -0.35915 0.2346 0.82075 0.50545 0.673 -0.1605 -0.4579 0.83865 0.4309 0.5844 -0.36695 -0.985 -0.50235 0.0508 0.86625 -0.32635 0.77405 -0.35595 0.9899 -0.9292 -0.2926 0.0762500000000002 -0.73365 -0.2379 -0.7425 -0.13995 -0.30455 0.7156 0.7143 -0.30125 0.1377 -0.1904 0.36505 0.0215000000000001 -0.16475 0.9026 0.5948 -0.5579 -0.82875 0.5828 0.7078 -0.3729 -0.78435 0.7136 -0.00834999999999997 0.41405 -0.85975 0.00800000000000001 0.32415 0.66685 0.3681 0.8816 -0.9912 0.0991 -0.44765 -0.95405 0.49985 0.3741 0.5032 0.76815 0.2516 0.3983 0.7342 -0.90165 0.19465 -0.22535 -0.2177 0.89955 0.10525 0.64745 -0.0711499999999999 0.8006 0.26655 -0.5289 -0.69635 -0.62115 0.0787500000000001 -0.87475 0.5751 0.3778 0.5283 -0.61575 -0.95705 0.4787 0.86435 0.2849 0.0302500000000001 -0.7719 0.21715 0.20365 -0.0931999999999999 0.8156 0.0508500000000001 0.84515 0.9488 0.2631 -0.68855 -0.38035 -0.7496 0.4785 -0.96735 0.8443 -0.53165 -0.9488 -0.1276 0.28275 0.17955 0.80955 -0.0652999999999999 -0.54975 0.64075 0.4106 -0.68315 -0.5668 0.8597 0.3066 0.0337000000000001 -0.5092 -0.7456 -0.05155 0.0181 0.3315 -0.31595 -0.72515 -0.64095 0.7019 0.1124 -0.10325 0.95215 -0.6453 -0.23655 -0.19305 0.87985 -0.99555 0.9879 0.4396 0.0668500000000001 0.41265 0.20535 0.3721 0.843 0.2277 0.146 0.2942 -0.29595 0.37285 0.36015 0.3097 0.5296 -0.60695 0.2092 -0.1066 -0.68745
"YOR039W_sn1542" -0.24795 -0.5202 0.15715 -0.60315 -0.0919 0.00540000000000007 -0.0625 0.2033 0.5515 -0.579 -0.0527 0.2369 -0.0479499999999999 -0.05045 -0.54485 -0.27425 -0.38335 0.2255 -0.4812 0.56315 0.1849 0.66895 0.9673 0.57965 0.7253 -0.1539 0.2027 -0.11345 -0.2168 0.18945 0.8899 0.78165 -0.7641 -0.79895 0.2653 -0.4289 0.3907 -0.40455 0.0387999999999999 -0.9738 0.35605 -0.8317 -0.5799 -0.64845 -0.6273 0.5695 -0.8612 0.00530000000000008 0.7814 -0.3636 -0.6854 -0.1655 0.9032 0.983 -0.3281 0.1321 -0.41915 -0.84825 0.80335 0.435 -0.158 -0.56195 0.66875 -0.29345 0.28225 0.2892 -0.6606 0.21805 -0.39405 -0.63365 -0.16655 0.3372 -0.9474 -0.08595 -0.569 0.1057 0.0520500000000002 0.71665 0.26995 0.8683 0.3989 -0.003 0.69405 0.3877 0.1677 -0.81285 -0.62315 -0.5679 -0.6404 0.41715 0.43145 0.71165 0.32565 -0.13485 0.48605 -0.4394 -0.7859 0.43245 0.6677 -0.7706 -0.53365 0.26475 -0.312 -0.9676 -0.0691999999999999 -0.73165 -0.98695 0.7384 0.6721 0.98375 -0.0363 -0.81485 0.75575 -0.67185 -0.5177 -0.21375 -0.3327 0.787 0.6903 0.4539 0.04325 -0.58385 0.6551 -0.37595 -0.9421 0.49515 -0.65075 -0.7819 0.20245 -0.39125 -0.42055 -0.90165 0.18095 0.1583 0.11255 0.5919 -0.30815 0.86175 0.30105 0.92775 -0.6746 0.499 -0.5214 -0.2123 0.75685 0.91665 -0.6146 -0.35995 0.50395 0.3939 0.61785 -0.33605 0.0881000000000001 0.28085 -0.0235 0.3983 0.50635 0.31245 -0.49605 0.42125 -0.629 -0.8125 0.7368 0.63925 0.6614 -0.80665 -0.37615 0.1384 -0.5342 -0.76525 0.1837 -0.7035 -0.46955 0.85775 -0.42305 -0.98745 -0.7152 0.4937 0.5369 -0.1422 -0.9911 -0.8966 0.6995 -0.97495 -0.0590999999999999 -0.7569 -0.8402 -0.47775 -0.2223 -0.37615 0.291 0.23085 -0.1998 -0.0924499999999999 0.0591000000000002 0.93515 0.37305 0.23535 -0.78145 -0.06165
"YGL019W_sn1541" 0.35395 0.63995 0.35145 -0.80485 0.883 0.24975 0.00265000000000004 0.64415 0.9063 -0.7978 0.3869 -0.1451 0.62925 0.4446 -0.6828 0.6254 -0.9873 0.71545 0.15565 -0.75195 -0.13475 0.30005 0.72515 0.7412 0.26405 0.3883 0.97425 0.60095 -0.435 0.51005 -0.2643 -0.50825 0.7746 -0.4096 0.76835 -0.43855 0.63195 0.93785 -0.63575 0.65485 0.32995 -0.0370999999999999 -0.90235 0.8793 -0.0713999999999999 0.4106 0.8493 -0.29695 -0.0897 -0.0211 -0.76205 0.93505 -0.7265 -0.2229 -0.53495 -0.95605 -0.08495 0.9113 0.7403 -0.52095 -0.81555 -0.54675 0.8214 0.104 0.49695 0.2154 -0.25665 -0.6247 -0.6422 -0.5843 -0.34215 -0.6776 0.05175 -0.5526 0.27605 -0.35145 -0.6823 0.76605 0.6245 0.2825 0.17635 -0.4598 0.73205 -0.47925 -0.79255 0.3641 0.77685 0.27195 0.649 0.4765 0.80325 -0.6335 0.7914 -0.31165 -0.2682 0.1566 -0.6775 -0.9844 0.5277 0.1613 -0.9557 -0.2906 0.2955 0.04755 0.0398499999999999 -0.39005 -0.8507 -0.45405 -0.46555 -0.2058 0.58715 0.915 -0.3727 -0.74015 -0.26475 0.2632 0.12455 0.75355 -0.81765 -0.4078 0.6638 0.7399 0.49615 -0.29035 0.351 0.03125 -0.83675 -0.9285 0.5309 -0.75085 0.52285 -0.0787 -0.2528 -0.43415 -0.17705 0.81175 0.6496 -0.7079 -0.32235 -0.4317 -0.11645 0.07375 -0.64255 -0.8083 -0.0788 0.30985 -0.2328 -0.99215 0.39125 0.69435 0.81845 0.69625 -0.28205 -0.65025 0.4229 -0.0673999999999999 -0.89845 0.6 0.4052 0.95765 -0.00605 -0.99475 0.12105 0.0921000000000001 -0.46205 -0.3983 -0.59125 -0.3696 -0.9801 -0.94775 -0.9183 -0.86205 0.25715 -0.8371 -0.4221 0.1365 0.24675 0.75065 -0.95435 0.3942 -0.4241 0.9382 0.572 0.88335 0.7413 0.27205 0.0527500000000001 0.69165 -0.88345 0.56975 0.8198 -0.8192 0.0911500000000001 -0.0105 -0.60785 0.73245 -0.54705 0.44705 0.01885 -0.64865
"YHL020C_sn1938" -0.5854 0.51195 0.0626500000000001 -0.4475 0.8372 -0.71525 -0.9324 -0.0268499999999999 0.5164 0.88625 -0.23065 0.29065 0.58045 0.1414 0.75215 0.0741500000000002 0.43805 -0.95545 -0.19585 -0.26615 -0.6118 -0.58405 0.3487 0.30845 0.773 -0.4826 0.21405 0.41565 -0.858 0.232 -0.51185 -0.1922 0.0591000000000002 0.1597 -0.35555 0.8982 -0.5058 -0.02455 0.0769500000000001 -0.7231 0.4263 -0.77715 0.8338 0.74465 -0.10365 0.7422 0.0337000000000001 -0.4731 -0.5921 -0.31215 0.00175000000000014 0.21535 -0.40905 0.27205 -0.34825 -0.92375 -0.73695 -0.89515 0.417 -0.242 -0.1851 -0.81175 -0.42785 0.8623 0.45105 -0.7724 0.50045 -0.0975999999999999 0.5435 0.0188000000000001 0.8042 0.00985000000000014 -0.93035 -0.64085 0.93065 0.1268 -0.807 0.6888 0.95135 -0.2928 -0.5307 0.61865 0.5507 0.97045 0.19305 -0.1129 0.29805 -0.1982 -0.57925 0.29395 0.23905 0.0380500000000001 -0.8596 -0.95305 0.0741000000000001 0.10725 0.71045 0.15205 0.84015 -0.6194 -0.7914 0.4693 0.16585 0.36435 -0.13305 -0.13755 -0.51695 0.9889 -0.54235 -0.39205 0.5749 -0.0300499999999999 -0.77765 -0.75595 0.8984 0.7706 -0.14245 0.3375 0.8263 -0.80315 -0.82395 0.18145 0.7264 0.6381 0.6102 -0.21715 0.2452 -0.90975 -0.28545 0.54065 0.72085 -0.16885 -0.8749 0.6728 0.6783 -0.6094 -0.59105 -0.4041 0.76535 -0.55395 0.2512 0.3056 -0.3738 -0.15955 -0.6428 0.2863 0.8501 -0.072 0.11385 -0.4388 -0.86055 -0.27645 0.6458 -0.35125 0.6657 -0.97305 -0.1946 -0.03865 0.2813 0.22175 0.18395 -0.0418499999999999 -0.18315 -0.22375 0.74725 0.1899 -0.82215 0.51145 -0.65425 -0.4438 0.59305 -0.90655 -0.938 -0.16905 -0.52095 0.6638 0.1342 0.1659 0.9638 0.1954 -0.1841 0.7942 -0.2548 0.71255 0.2553 -0.36455 -0.3334 0.64005 0.1912 -0.2913 -0.26445 0.9921 0.04115 -0.8491 -0.4196 -0.5685 -0.3778 -0.7582 0.639 0.00300000000000011
"YBR019C_sn2838" 0.82095 -0.25855 0.21675 -0.7047 0.5201 0.2623 -0.98675 0.07115 -0.79245 -0.95445 -0.17765 0.85755 0.29575 -0.1061 -0.98965 -0.5952 0.37295 0.6257 0.0423500000000001 -0.59495 -0.8511 0.4327 0.5211 -0.36855 0.70485 -0.2272 0.80235 -0.89175 -0.6639 0.94065 -0.3897 0.5175 -0.88505 -0.62425 0.8858 0.2046 0.31445 0.2105 -0.28465 -0.77075 0.91765 -0.58295 -0.2376 -0.8221 0.7884 -0.53335 -0.0143 -0.16595 0.7441 0.8059 -0.7688 -0.4388 0.22105 0.8195 -0.1612 0.10555 0.74825 -0.97075 0.81225 -0.78685 -0.47565 0.7579 0.37415 0.8855 -0.8877 0.16695 0.59055 0.13275 -0.42815 -0.2584 0.30705 -0.3369 -0.62845 0.11445 0.79975 0.5049 0.13895 0.6703 0.19455 -0.0344 0.2628 -0.55505 0.70945 -0.52735 -0.61235 0.8184 0.5601 0.74415 -0.44735 0.84225 -0.96385 0.83445 -0.33425 0.34875 0.4964 -0.56605 0.96095 -0.333 0.70175 0.3206 0.53425 0.22185 0.24865 0.53695 0.39965 0.21195 -0.0550999999999999 0.0223 -0.231 0.677 0.74245 0.80835 0.68145 0.06955 -0.5913 0.43185 -0.56985 -0.5812 -0.31315 -0.16795 0.2226 -0.72215 -0.26455 0.634 0.52665 0.1531 -0.57455 0.8678 -0.45835 -0.88055 -0.2452 -0.3286 -0.0731499999999999 0.65995 -0.04535 0.86735 0.94065 0.82035 -0.77955 -0.123 -0.8481 0.3601 0.1338 0.9006 -0.001 0.813 0.2167 0.0666 -0.81695 -0.0192 0.51675 -0.43095 0.6983 -0.3929 0.67875 -0.75225 -0.93395 0.76625 -0.7738 -0.8294 -0.6326 0.26845 -0.621 -0.6079 0.469 0.1212 -0.95515 -0.85335 -0.09415 -0.0509999999999999 0.8577 0.60515 -0.105 -0.9987 0.0548500000000001 0.57755 0.5031 0.3665 0.3001 0.9588 0.8012 0.06995 0.0568500000000001 -0.82115 -0.80495 -0.2369 0.21905 0.6439 -0.7672 -0.38325 -0.20385 0.41525 -0.2954 0.0385 0.3255 -0.1976 0.8683 0.9031 -0.88895 -0.30865
"YDL229W_sn3929" 0.46025 -0.1567 -0.5113 0.66645 0.5304 -0.75005 0.72005 -0.0504 0.6832 0.52665 -0.44355 -0.16165 -0.90275 0.25225 0.2754 -0.17095 0.7438 -0.5177 -0.8408 -0.70625 -0.84485 0.1888 0.3663 0.35915 0.53085 0.29315 -0.81985 0.6882 -0.92125 -0.0993499999999999 0.4672 0.35935 -0.7798 -0.48305 0.6634 -0.8881 -0.0982 0.52445 -0.57685 0.66675 -0.8348 0.81135 0.71605 0.62495 0.5998 -0.65765 0.1943 -0.29455 -0.1985 -0.47975 0.0759000000000001 -0.7571 -0.97905 -0.14375 -0.27615 -0.16615 0.1864 -0.52205 -0.42205 0.58905 -0.842 0.5843 0.7825 0.67165 -0.39535 -0.0635 0.55845 -0.28705 -0.81945 -0.6386 -0.1086 -0.50185 0.16145 0.04575 -0.75065 -0.4852 0.9629 -0.0278999999999999 -0.22495 -0.86265 -0.2264 -0.1579 -0.8675 -0.58375 0.20615 -0.5859 -0.44435 0.6375 0.59 0.44095 -0.1797 0.144 0.94705 0.90335 -0.3006 -0.3121 -0.1335 0.83455 -0.68475 -0.82405 0.88 -0.82275 -0.0363 0.30625 -0.293 -0.13705 0.27765 0.83905 0.0237500000000002 -0.07395 0.27395 -0.4657 -0.1323 -0.91345 0.40075 -0.44495 0.0141500000000001 -0.6646 -0.87745 -0.7926 0.93015 0.29105 -0.4534 -0.60525 -0.8102 -0.10285 0.3429 -0.0668 -0.9969 -0.1346 0.28195 -0.77885 0.17095 0.32185 -0.7067 -0.99385 0.22375 0.34985 0.9736 -0.34075 -0.37655 -0.37585 0.61065 -0.6394 0.01525 0.8729 -0.6976 -0.4263 -0.6637 -0.00259999999999994 -0.0312 -0.2762 0.56765 -0.64845 -0.4837 0.0411000000000001 -0.7211 -0.4488 0.23665 -0.34485 0.3995 0.09015 0.74805 -0.13345 -0.27855 0.7969 0.8493 -0.6058 -0.67715 -0.68275 -0.50475 -0.30705 -0.38865 0.50145 0.50325 -0.14995 0.4324 -0.97205 -0.15515 0.90195 0.74915 -0.5628 0.32905 -0.51805 -0.05775 0.58345 0.1132 -0.36785 0.45015 0.3375 -0.91855 -0.1931 -0.20225 -0.4198 -0.1436 0.26375 -0.80385 -0.97015 0.67005 0.3305
"YPR022C_sn3659" 0.1115 -0.72385 -0.8989 0.53025 -0.64635 0.4069 0.18445 0.4469 0.6713 -0.51695 0.46785 -0.2896 0.22495 -0.08785 0.0885 -0.00314999999999999 0.9066 -0.21695 0.0280500000000001 -0.0435 -0.4744 0.5754 -0.1689 0.1798 0.22145 0.677 -0.10385 0.977 0.6422 0.30955 -0.16895 0.46955 -0.35145 -0.0435 -0.34745 -0.1071 -0.9358 -0.4021 0.6872 0.00734999999999997 0.85815 -0.0629999999999999 0.4453 -0.50805 0.2443 -0.10705 -0.8302 0.7225 0.69605 -0.99815 0.67165 0.82205 -0.2947 0.9376 0.1055 -0.2656 -0.8528 -0.6846 0.82095 0.8883 -0.45815 0.1056 -0.0308999999999999 0.267 0.25545 0.0635000000000001 -0.9198 -0.0581499999999999 0.923 0.92565 -0.38035 -0.7897 0.9512 -0.357 -0.22395 0.3498 -0.9532 -0.21855 0.8685 0.3225 0.9446 -0.1491 0.74085 0.536 -0.24 -0.5173 -0.53105 -0.9915 0.8475 -0.5697 0.31075 -0.3106 -0.80235 0.2431 0.27715 -0.1267 0.1637 -0.14065 -0.0941 -0.0452499999999999 0.3416 0.5779 0.0867500000000001 -0.3058 0.42415 -0.35035 -0.6917 0.97755 -0.5956 0.2402 -0.83445 0.82415 0.90715 0.7279 -0.47 -0.95065 0.33655 -0.30515 -0.8678 -0.9388 -0.8691 -0.66575 -0.8453 0.88065 -0.1786 -0.55945 0.47985 -0.64765 0.79985 0.3601 -0.12325 0.125 0.0448999999999999 -0.2658 -0.38125 0.4403 -0.8716 0.8032 -0.8445 0.54865 0.9486 -0.34465 0.19445 -0.81805 0.1995 -0.9994 0.73465 0.6259 0.96505 0.8006 -0.16045 0.3932 -0.0455 -0.47235 0.35775 -0.6985 -0.11205 -0.0832499999999999 0.00639999999999996 0.18815 -0.54165 -0.1338 -0.378 0.2355 0.9644 -0.389 0.5557 0.0128000000000001 -0.0178999999999999 -0.1943 0.8524 0.1367 -0.25355 0.73595 0.0715000000000001 -0.99055 0.78255 0.3046 -0.0800999999999999 0.0647 0.9533 -0.49175 -0.32055 -0.1625 0.5651 -0.04065 0.2188 0.1188 0.6834 0.11975 -0.1462 0.51595 -0.02635 0.8571 -0.58355 0.6987 0.98495 -0.48485 0.99225 0.8627
"YEL038W_sn1117" -0.8912 -0.8763 0.02145 0.87335 -0.01545 0.7102 0.3199 0.0986500000000001 0.5525 0.56625 -0.7288 -0.5828 0.0231000000000001 0.6758 -0.40535 0.16085 0.3857 -0.17675 0.6935 -0.2103 -0.60445 0.49445 -0.9978 -0.3166 -0.7834 -0.5038 -0.762 0.04775 0.4815 0.6561 -0.5154 -0.8887 0.1709 -0.30945 -0.119 -0.3811 0.7751 -0.6188 0.3734 -0.3016 -0.1894 -0.88405 -0.91245 0.0117500000000001 0.7695 -0.00644999999999996 0.5546 0.94385 -0.0367999999999999 0.2136 0.26025 0.51025 -0.58835 0.5091 0.5958 -0.5203 0.4027 -0.501 0.74335 -0.0612999999999999 -0.52945 0.0182500000000001 -0.1571 0.0953000000000002 0.18235 -0.01815 -0.3802 -0.55195 -0.22095 0.3219 0.9253 0.7472 -0.4268 0.54915 -0.3404 -0.60595 -0.8463 0.8854 -0.9226 -0.0982999999999999 -0.7634 0.62275 -0.964 -0.96185 0.27415 0.0847 -0.9529 -0.21845 -0.09015 -0.21125 -0.4886 -0.93215 0.73195 0.61235 0.66755 -0.18885 0.20265 0.3198 -0.1497 0.1268 -0.27935 -0.2423 -0.71715 0.3064 -0.04545 0.81475 -0.1463 0.417 -0.7003 0.817 0.1247 0.3407 -0.06545 -0.0478 0.1747 -0.93295 -0.30545 -0.857 -0.95065 -0.7017 -0.4596 0.0185 0.82645 -0.225 0.63695 -0.07 0.05335 0.955 -0.0931999999999999 0.3159 0.4688 -0.4283 -0.2342 0.25435 0.8844 -0.5548 -0.85805 0.3388 0.3771 0.215 -0.58665 0.10355 -0.39025 0.80645 0.7763 -0.3901 -0.73655 0.3158 -0.9228 -0.49555 0.49175 -0.5717 -0.2041 -0.71655 -0.32685 0.00900000000000012 0.7266 0.70135 -0.84815 0.3274 0.65715 -0.00109999999999999 -0.0731999999999999 0.76075 -0.60555 -0.64335 0.2488 0.82735 0.37545 -0.6417 -0.5752 0.83205 0.0988 0.71785 -0.72535 0.4715 0.9051 -0.36035 -0.24755 0.9944 0.9571 -0.96225 0.5955 0.10315 0.69 0.6003 0.53115 -0.05745 0.82255 0.1756 0.74395 -0.67025 -0.8634 0.18175 0.70805 0.7873 0.0987 0.2759 -0.40295 -0.5677
